ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS
482,144,12,7,0,220,10,80,20,800,400,20,12,30
494,151,12,7,1,220,10,80,20,800,400,20,12,30
506,158,12,7,0,240,10,80,20,800,400,20,12,30
518,165,12,7,0,240,10,80,20,800,400,20,12,30
530,172,12,7,0,240,10,80,20,800,400,20,12,30
542,179,12,7,1,240,10,80,20,800,400,20,12,30
554,186,12,7,0,260,10,80,20,800,400,20,12,30
566,193,12,7,0,260,10,80,20,800,400,20,12,30
578,200,12,7,0,260,10,80,20,800,400,20,12,30
590,207,12,7,0,260,10,80,20,800,400,20,12,30
602,214,12,7,0,260,10,80,20,800,400,20,12,30
614,221,12,7,1,260,10,80,20,800,400,20,12,30
626,228,12,7,0,280,10,80,20,800,400,20,12,30
638,235,12,7,0,280,10,80,20,800,400,20,12,30
650,242,12,7,0,280,10,80,20,800,400,20,12,30
662,249,12,7,0,280,10,80,20,800,400,20,12,30
674,256,12,7,1,280,10,80,20,800,400,20,12,30
686,263,12,7,0,300,10,80,20,800,400,20,12,30
698,270,12,7,0,300,10,80,20,800,400,20,12,30
710,277,12,7,0,300,10,80,20,800,400,20,12,30
722,284,12,7,0,300,10,80,20,800,400,20,12,30
734,291,12,7,1,300,10,80,20,800,400,20,12,30
746,298,12,7,0,320,10,80,20,800,400,20,12,30
758,305,12,7,0,320,10,80,20,800,400,20,12,30
770,312,12,7,0,320,10,80,20,800,400,20,12,30
758,319,-12,7,0,320,10,80,20,800,400,20,12,30
746,326,-12,7,0,320,10,80,20,800,400,20,12,30
734,333,-12,7,0,320,10,80,20,800,400,20,12,30
722,340,-12,7,0,320,10,80,20,800,400,20,12,30
710,347,-12,7,0,320,10,80,20,800,400,20,12,30
698,354,-12,7,0,320,10,80,20,800,400,20,12,30
686,361,-12,7,0,320,10,80,20,800,400,20,12,30
674,368,-12,7,0,320,10,80,20,800,400,20,12,30
662,361,-12,-7,0,320,10,80,20,800,400,20,12,30
650,354,-12,-7,0,320,10,80,20,800,400,20,12,30
638,347,-12,-7,0,320,10,80,20,800,400,20,12,30
626,340,-12,-7,0,320,10,80,20,800,400,20,12,30
614,333,-12,-7,0,320,10,80,20,800,400,20,12,30
602,326,-12,-7,0,320,10,80,20,800,400,20,12,30
590,319,-12,-7,0,320,10,80,20,800,400,20,12,30
578,312,-12,-7,0,320,10,80,20,800,400,20,12,30
566,305,-12,-7,0,320,10,80,20,800,400,20,12,30
554,298,-12,-7,0,320,10,80,20,800,400,20,12,30
542,291,-12,-7,-1,320,10,80,20,800,400,20,12,30
530,284,-12,-7,0,300,10,80,20,800,400,20,12,30
518,277,-12,-7,0,300,10,80,20,800,400,20,12,30
506,270,-12,-7,0,300,10,80,20,800,400,20,12,30
494,263,-12,-7,0,300,10,80,20,800,400,20,12,30
482,256,-12,-7,-1,300,10,80,20,800,400,20,12,30
470,249,-12,-7,0,280,10,80,20,800,400,20,12,30
458,242,-12,-7,0,280,10,80,20,800,400,20,12,30
446,235,-12,-7,0,280,10,80,20,800,400,20,12,30
434,228,-12,-7,0,280,10,80,20,800,400,20,12,30
422,221,-12,-7,0,280,10,80,20,800,400,20,12,30
410,214,-12,-7,-1,280,10,80,20,800,400,20,12,30
398,207,-12,-7,0,260,10,80,20,800,400,20,12,30
386,200,-12,-7,0,260,10,80,20,800,400,20,12,30
374,193,-12,-7,0,260,10,80,20,800,400,20,12,30
362,186,-12,-7,0,260,10,80,20,800,400,20,12,30
350,179,-12,-7,-1,260,10,80,20,800,400,20,12,30
338,172,-12,-7,0,240,10,80,20,800,400,20,12,30
326,165,-12,-7,0,240,10,80,20,800,400,20,12,30
314,158,-12,-7,0,240,10,80,20,800,400,20,12,30
302,151,-12,-7,0,240,10,80,20,800,400,20,12,30
290,144,-12,-7,-1,240,10,80,20,800,400,20,12,30
278,137,-12,-7,0,220,10,80,20,800,400,20,12,30
266,130,-12,-7,0,220,10,80,20,800,400,20,12,30
254,123,-12,-7,0,220,10,80,20,800,400,20,12,30
242,116,-12,-7,0,220,10,80,20,800,400,20,12,30
230,109,-12,-7,0,220,10,80,20,800,400,20,12,30
218,102,-12,-7,0,220,10,80,20,800,400,20,12,30
206,95,-12,-7,0,220,10,80,20,800,400,20,12,30
194,88,-12,-7,0,220,10,80,20,800,400,20,12,30
182,81,-12,-7,0,220,10,80,20,800,400,20,12,30
170,74,-12,-7,0,220,10,80,20,800,400,20,12,30
158,67,-12,-7,0,220,10,80,20,800,400,20,12,30
146,60,-12,-7,0,220,10,80,20,800,400,20,12,30
134,53,-12,-7,0,220,10,80,20,800,400,20,12,30
122,46,-12,-7,0,220,10,80,20,800,400,20,12,30
110,39,-12,-7,0,220,10,80,20,800,400,20,12,30
98,32,-12,-7,0,220,10,80,20,800,400,20,12,30
86,39,-12,7,0,220,10,80,20,800,400,20,12,30
74,46,-12,7,0,220,10,80,20,800,400,20,12,30
62,53,-12,7,0,220,10,80,20,800,400,20,12,30
50,60,-12,7,1,220,10,80,20,800,400,20,12,30
38,67,-12,7,0,240,10,80,20,800,400,20,12,30
50,74,12,7,0,240,10,80,20,800,400,20,12,30
62,81,12,7,0,240,10,80,20,800,400,20,12,30
74,88,12,7,0,240,10,80,20,800,400,20,12,30
86,95,12,7,1,240,10,80,20,800,400,20,12,30
98,102,12,7,0,260,10,80,20,800,400,20,12,30
110,109,12,7,0,260,10,80,20,800,400,20,12,30
122,116,12,7,0,260,10,80,20,800,400,20,12,30
134,123,12,7,0,260,10,80,20,800,400,20,12,30
146,130,12,7,0,260,10,80,20,800,400,20,12,30
158,137,12,7,0,260,10,80,20,800,400,20,12,30
170,144,12,7,0,260,10,80,20,800,400,20,12,30
182,151,12,7,0,260,10,80,20,800,400,20,12,30
194,158,12,7,0,260,10,80,20,800,400,20,12,30
206,165,12,7,0,260,10,80,20,800,400,20,12,30
218,172,12,7,0,260,10,80,20,800,400,20,12,30
230,179,12,7,0,260,10,80,20,800,400,20,12,30
242,186,12,7,0,260,10,80,20,800,400,20,12,30
254,193,12,7,0,260,10,80,20,800,400,20,12,30
266,200,12,7,0,260,10,80,20,800,400,20,12,30
278,207,12,7,0,260,10,80,20,800,400,20,12,30
290,214,12,7,0,260,10,80,20,800,400,20,12,30
302,221,12,7,0,260,10,80,20,800,400,20,12,30
314,228,12,7,0,260,10,80,20,800,400,20,12,30
326,235,12,7,0,260,10,80,20,800,400,20,12,30
338,242,12,7,0,260,10,80,20,800,400,20,12,30
350,249,12,7,0,260,10,80,20,800,400,20,12,30
362,256,12,7,0,260,10,80,20,800,400,20,12,30
374,263,12,7,0,260,10,80,20,800,400,20,12,30
386,270,12,7,0,260,10,80,20,800,400,20,12,30
398,277,12,7,0,260,10,80,20,800,400,20,12,30
410,284,12,7,0,260,10,80,20,800,400,20,12,30
422,291,12,7,0,260,10,80,20,800,400,20,12,30
434,298,12,7,0,260,10,80,20,800,400,20,12,30
446,305,12,7,0,260,10,80,20,800,400,20,12,30
458,312,12,7,0,260,10,80,20,800,400,20,12,30
470,319,12,7,0,260,10,80,20,800,400,20,12,30
482,326,12,7,0,260,10,80,20,800,400,20,12,30
494,333,12,7,0,260,10,80,20,800,400,20,12,30
506,340,12,7,0,260,10,80,20,800,400,20,12,30
518,347,12,7,0,260,10,80,20,800,400,20,12,30
530,354,12,7,0,260,10,80,20,800,400,20,12,30
542,361,12,7,0,260,10,80,20,800,400,20,12,30
554,368,12,7,0,260,10,80,20,800,400,20,12,30
566,361,12,-7,0,260,10,80,20,800,400,20,12,30
578,354,12,-7,0,260,10,80,20,800,400,20,12,30
590,347,12,-7,0,260,10,80,20,800,400,20,12,30
602,340,12,-7,0,260,10,80,20,800,400,20,12,30
614,333,12,-7,0,260,10,80,20,800,400,20,12,30
626,326,12,-7,0,260,10,80,20,800,400,20,12,30
638,319,12,-7,0,260,10,80,20,800,400,20,12,30
650,312,12,-7,0,260,10,80,20,800,400,20,12,30
662,305,12,-7,0,260,10,80,20,800,400,20,12,30
674,298,12,-7,0,260,10,80,20,800,400,20,12,30
686,291,12,-7,0,260,10,80,20,800,400,20,12,30
698,284,12,-7,0,260,10,80,20,800,400,20,12,30
710,277,12,-7,0,260,10,80,20,800,400,20,12,30
722,270,12,-7,0,260,10,80,20,800,400,20,12,30
734,263,12,-7,0,260,10,80,20,800,400,20,12,30
746,256,12,-7,0,260,10,80,20,800,400,20,12,30
758,249,12,-7,0,260,10,80,20,800,400,20,12,30
770,242,12,-7,0,260,10,80,20,800,400,20,12,30
758,235,-12,-7,-1,260,10,80,20,800,400,20,12,30
746,228,-12,-7,0,240,10,80,20,800,400,20,12,30
734,221,-12,-7,0,240,10,80,20,800,400,20,12,30
722,214,-12,-7,0,240,10,80,20,800,400,20,12,30
710,207,-12,-7,0,240,10,80,20,800,400,20,12,30
698,200,-12,-7,0,240,10,80,20,800,400,20,12,30
686,193,-12,-7,0,240,10,80,20,800,400,20,12,30
674,186,-12,-7,0,240,10,80,20,800,400,20,12,30
662,179,-12,-7,0,240,10,80,20,800,400,20,12,30
650,172,-12,-7,0,240,10,80,20,800,400,20,12,30
638,165,-12,-7,0,240,10,80,20,800,400,20,12,30
626,158,-12,-7,0,240,10,80,20,800,400,20,12,30
614,151,-12,-7,0,240,10,80,20,800,400,20,12,30
602,144,-12,-7,0,240,10,80,20,800,400,20,12,30
590,137,-12,-7,0,240,10,80,20,800,400,20,12,30
578,130,-12,-7,0,240,10,80,20,800,400,20,12,30
566,123,-12,-7,0,240,10,80,20,800,400,20,12,30
554,116,-12,-7,0,240,10,80,20,800,400,20,12,30
542,109,-12,-7,0,240,10,80,20,800,400,20,12,30
530,102,-12,-7,0,240,10,80,20,800,400,20,12,30
518,95,-12,-7,0,240,10,80,20,800,400,20,12,30
506,88,-12,-7,0,240,10,80,20,800,400,20,12,30
494,81,-12,-7,0,240,10,80,20,800,400,20,12,30
482,74,-12,-7,0,240,10,80,20,800,400,20,12,30
470,67,-12,-7,0,240,10,80,20,800,400,20,12,30
458,60,-12,-7,0,240,10,80,20,800,400,20,12,30
446,53,-12,-7,0,240,10,80,20,800,400,20,12,30
434,46,-12,-7,0,240,10,80,20,800,400,20,12,30
422,39,-12,-7,0,240,10,80,20,800,400,20,12,30
410,32,-12,-7,0,240,10,80,20,800,400,20,12,30
398,39,-12,7,0,240,10,80,20,800,400,20,12,30
386,46,-12,7,0,240,10,80,20,800,400,20,12,30
374,53,-12,7,0,240,10,80,20,800,400,20,12,30
362,60,-12,7,0,240,10,80,20,800,400,20,12,30
350,67,-12,7,0,240,10,80,20,800,400,20,12,30
338,74,-12,7,0,240,10,80,20,800,400,20,12,30
326,81,-12,7,0,240,10,80,20,800,400,20,12,30
314,88,-12,7,0,240,10,80,20,800,400,20,12,30
302,95,-12,7,0,240,10,80,20,800,400,20,12,30
290,102,-12,7,0,240,10,80,20,800,400,20,12,30
278,109,-12,7,0,240,10,80,20,800,400,20,12,30
266,116,-12,7,0,240,10,80,20,800,400,20,12,30
254,123,-12,7,0,240,10,80,20,800,400,20,12,30
242,130,-12,7,0,240,10,80,20,800,400,20,12,30
230,137,-12,7,0,240,10,80,20,800,400,20,12,30
218,144,-12,7,0,240,10,80,20,800,400,20,12,30
206,151,-12,7,0,240,10,80,20,800,400,20,12,30
194,158,-12,7,0,240,10,80,20,800,400,20,12,30
182,165,-12,7,0,240,10,80,20,800,400,20,12,30
170,172,-12,7,0,240,10,80,20,800,400,20,12,30
158,179,-12,7,0,240,10,80,20,800,400,20,12,30
146,186,-12,7,0,240,10,80,20,800,400,20,12,30
134,193,-12,7,0,240,10,80,20,800,400,20,12,30
122,200,-12,7,0,240,10,80,20,800,400,20,12,30
110,207,-12,7,0,240,10,80,20,800,400,20,12,30
98,214,-12,7,0,240,10,80,20,800,400,20,12,30
86,221,-12,7,0,240,10,80,20,800,400,20,12,30
74,228,-12,7,0,240,10,80,20,800,400,20,12,30
62,235,-12,7,0,240,10,80,20,800,400,20,12,30
50,242,-12,7,0,240,10,80,20,800,400,20,12,30
38,249,-12,7,0,240,10,80,20,800,400,20,12,30
50,256,12,7,0,240,10,80,20,800,400,20,12,30
62,263,12,7,0,240,10,80,20,800,400,20,12,30
74,270,12,7,0,240,10,80,20,800,400,20,12,30
86,277,12,7,0,240,10,80,20,800,400,20,12,30
98,284,12,7,0,240,10,80,20,800,400,20,12,30
110,291,12,7,0,240,10,80,20,800,400,20,12,30
122,298,12,7,0,240,10,80,20,800,400,20,12,30
134,305,12,7,0,240,10,80,20,800,400,20,12,30
146,312,12,7,0,240,10,80,20,800,400,20,12,30
158,319,12,7,0,240,10,80,20,800,400,20,12,30
170,326,12,7,0,240,10,80,20,800,400,20,12,30
182,333,12,7,0,240,10,80,20,800,400,20,12,30
194,340,12,7,0,240,10,80,20,800,400,20,12,30
206,347,12,7,0,240,10,80,20,800,400,20,12,30
218,354,12,7,0,240,10,80,20,800,400,20,12,30
230,361,12,7,0,240,10,80,20,800,400,20,12,30
242,368,12,7,0,240,10,80,20,800,400,20,12,30
254,361,12,-7,0,240,10,80,20,800,400,20,12,30
266,354,12,-7,0,240,10,80,20,800,400,20,12,30
278,347,12,-7,0,240,10,80,20,800,400,20,12,30
290,340,12,-7,0,240,10,80,20,800,400,20,12,30
302,333,12,-7,0,240,10,80,20,800,400,20,12,30
314,326,12,-7,-1,240,10,80,20,800,400,20,12,30
326,319,12,-7,0,220,10,80,20,800,400,20,12,30
338,312,12,-7,0,220,10,80,20,800,400,20,12,30
350,305,12,-7,0,220,10,80,20,800,400,20,12,30
362,298,12,-7,0,220,10,80,20,800,400,20,12,30
374,291,12,-7,0,220,10,80,20,800,400,20,12,30
386,284,12,-7,0,220,10,80,20,800,400,20,12,30
398,277,12,-7,0,220,10,80,20,800,400,20,12,30
410,270,12,-7,0,220,10,80,20,800,400,20,12,30
422,263,12,-7,0,220,10,80,20,800,400,20,12,30
434,256,12,-7,-1,220,10,80,20,800,400,20,12,30
446,249,12,-7,0,200,10,80,20,800,400,20,12,30
458,242,12,-7,0,200,10,80,20,800,400,20,12,30
470,235,12,-7,0,200,10,80,20,800,400,20,12,30
482,228,12,-7,0,200,10,80,20,800,400,20,12,30
494,221,12,-7,-1,200,10,80,20,800,400,20,12,30
506,214,12,-7,0,180,10,80,20,800,400,20,12,30
518,207,12,-7,0,180,10,80,20,800,400,20,12,30
530,200,12,-7,0,180,10,80,20,800,400,20,12,30
542,193,12,-7,-1,180,10,80,20,800,400,20,12,30
554,186,12,-7,0,160,10,80,20,800,400,20,12,30
566,179,12,-7,0,160,10,80,20,800,400,20,12,30
578,172,12,-7,0,160,10,80,20,800,400,20,12,30
590,165,12,-7,-1,160,10,80,20,800,400,20,12,30
602,158,12,-7,0,140,10,80,20,800,400,20,12,30
614,151,12,-7,0,140,10,80,20,800,400,20,12,30
626,144,12,-7,0,140,10,80,20,800,400,20,12,30
638,137,12,-7,-1,140,10,80,20,800,400,20,12,30
650,130,12,-7,0,120,10,80,20,800,400,20,12,30
662,123,12,-7,0,120,10,80,20,800,400,20,12,30
674,116,12,-7,0,120,10,80,20,800,400,20,12,30
686,109,12,-7,-1,120,10,80,20,800,400,20,12,30
698,102,12,-7,0,100,10,80,20,800,400,20,12,30
710,95,12,-7,0,100,10,80,20,800,400,20,12,30
722,88,12,-7,0,100,10,80,20,800,400,20,12,30
734,81,12,-7,-1,100,10,80,20,800,400,20,12,30
746,74,12,-7,0,80,10,80,20,800,400,20,12,30
758,67,12,-7,0,80,10,80,20,800,400,20,12,30
770,60,12,-7,0,80,10,80,20,800,400,20,12,30
758,53,-12,-7,-1,80,10,80,20,800,400,20,12,30
746,46,-12,-7,0,60,10,80,20,800,400,20,12,30
734,39,-12,-7,0,60,10,80,20,800,400,20,12,30
722,32,-12,-7,0,60,10,80,20,800,400,20,12,30
710,39,-12,7,0,60,10,80,20,800,400,20,12,30
698,46,-12,7,0,60,10,80,20,800,400,20,12,30
686,53,-12,7,0,60,10,80,20,800,400,20,12,30
674,60,-12,7,0,60,10,80,20,800,400,20,12,30
662,67,-12,7,0,60,10,80,20,800,400,20,12,30
650,74,-12,7,0,60,10,80,20,800,400,20,12,30
638,81,-12,7,0,60,10,80,20,800,400,20,12,30
626,88,-12,7,0,60,10,80,20,800,400,20,12,30
614,95,-12,7,0,60,10,80,20,800,400,20,12,30
602,102,-12,7,0,60,10,80,20,800,400,20,12,30
590,109,-12,7,0,60,10,80,20,800,400,20,12,30
578,116,-12,7,0,60,10,80,20,800,400,20,12,30
566,123,-12,7,1,60,10,80,20,800,400,20,12,30
554,130,-12,7,0,80,10,80,20,800,400,20,12,30
542,137,-12,7,0,80,10,80,20,800,400,20,12,30
530,144,-12,7,0,80,10,80,20,800,400,20,12,30
518,151,-12,7,1,80,10,80,20,800,400,20,12,30
506,158,-12,7,0,100,10,80,20,800,400,20,12,30
494,165,-12,7,0,100,10,80,20,800,400,20,12,30
482,172,-12,7,0,100,10,80,20,800,400,20,12,30
470,179,-12,7,0,100,10,80,20,800,400,20,12,30
458,186,-12,7,1,100,10,80,20,800,400,20,12,30
446,193,-12,7,0,120,10,80,20,800,400,20,12,30
434,200,-12,7,0,120,10,80,20,800,400,20,12,30
422,207,-12,7,0,120,10,80,20,800,400,20,12,30
410,214,-12,7,0,120,10,80,20,800,400,20,12,30
398,221,-12,7,1,120,10,80,20,800,400,20,12,30
386,228,-12,7,0,140,10,80,20,800,400,20,12,30
374,235,-12,7,0,140,10,80,20,800,400,20,12,30
362,242,-12,7,0,140,10,80,20,800,400,20,12,30
350,249,-12,7,1,140,10,80,20,800,400,20,12,30
338,256,-12,7,0,160,10,80,20,800,400,20,12,30
326,263,-12,7,0,160,10,80,20,800,400,20,12,30
314,270,-12,7,0,160,10,80,20,800,400,20,12,30
302,277,-12,7,0,160,10,80,20,800,400,20,12,30
290,284,-12,7,0,160,10,80,20,800,400,20,12,30
278,291,-12,7,1,160,10,80,20,800,400,20,12,30
266,298,-12,7,0,180,10,80,20,800,400,20,12,30
254,305,-12,7,0,180,10,80,20,800,400,20,12,30
242,312,-12,7,0,180,10,80,20,800,400,20,12,30
230,319,-12,7,0,180,10,80,20,800,400,20,12,30
218,326,-12,7,0,180,10,80,20,800,400,20,12,30
206,333,-12,7,0,180,10,80,20,800,400,20,12,30
194,340,-12,7,0,180,10,80,20,800,400,20,12,30
182,347,-12,7,0,180,10,80,20,800,400,20,12,30
170,354,-12,7,0,180,10,80,20,800,400,20,12,30
158,361,-12,7,0,180,10,80,20,800,400,20,12,30
146,368,-12,7,0,180,10,80,20,800,400,20,12,30
134,361,-12,-7,0,180,10,80,20,800,400,20,12,30
122,354,-12,-7,0,180,10,80,20,800,400,20,12,30
110,347,-12,-7,0,180,10,80,20,800,400,20,12,30
98,340,-12,-7,1,180,10,80,20,800,400,20,12,30
86,333,-12,-7,0,200,10,80,20,800,400,20,12,30
74,326,-12,-7,0,200,10,80,20,800,400,20,12,30
62,319,-12,-7,0,200,10,80,20,800,400,20,12,30
50,312,-12,-7,0,200,10,80,20,800,400,20,12,30
38,305,-12,-7,0,200,10,80,20,800,400,20,12,30
50,298,12,-7,0,200,10,80,20,800,400,20,12,30
62,291,12,-7,0,200,10,80,20,800,400,20,12,30
74,284,12,-7,0,200,10,80,20,800,400,20,12,30
86,277,12,-7,0,200,10,80,20,800,400,20,12,30
98,270,12,-7,0,200,10,80,20,800,400,20,12,30
110,263,12,-7,0,200,10,80,20,800,400,20,12,30
122,256,12,-7,0,200,10,80,20,800,400,20,12,30
134,249,12,-7,0,200,10,80,20,800,400,20,12,30
146,242,12,-7,0,200,10,80,20,800,400,20,12,30
158,235,12,-7,0,200,10,80,20,800,400,20,12,30
170,228,12,-7,0,200,10,80,20,800,400,20,12,30
182,221,12,-7,0,200,10,80,20,800,400,20,12,30
194,214,12,-7,0,200,10,80,20,800,400,20,12,30
206,207,12,-7,0,200,10,80,20,800,400,20,12,30
218,200,12,-7,0,200,10,80,20,800,400,20,12,30
230,193,12,-7,0,200,10,80,20,800,400,20,12,30
242,186,12,-7,0,200,10,80,20,800,400,20,12,30
254,179,12,-7,-1,200,10,80,20,800,400,20,12,30
266,172,12,-7,0,180,10,80,20,800,400,20,12,30
278,165,12,-7,0,180,10,80,20,800,400,20,12,30
290,158,12,-7,0,180,10,80,20,800,400,20,12,30
302,151,12,-7,0,180,10,80,20,800,400,20,12,30
314,144,12,-7,-1,180,10,80,20,800,400,20,12,30
326,137,12,-7,0,160,10,80,20,800,400,20,12,30
338,130,12,-7,0,160,10,80,20,800,400,20,12,30
350,123,12,-7,0,160,10,80,20,800,400,20,12,30
362,116,12,-7,0,160,10,80,20,800,400,20,12,30
374,109,12,-7,0,160,10,80,20,800,400,20,12,30
386,102,12,-7,0,160,10,80,20,800,400,20,12,30
398,95,12,-7,0,160,10,80,20,800,400,20,12,30
410,88,12,-7,0,160,10,80,20,800,400,20,12,30
422,81,12,-7,0,160,10,80,20,800,400,20,12,30
434,74,12,-7,0,160,10,80,20,800,400,20,12,30
446,67,12,-7,0,160,10,80,20,800,400,20,12,30
458,60,12,-7,0,160,10,80,20,800,400,20,12,30
470,53,12,-7,0,160,10,80,20,800,400,20,12,30
482,46,12,-7,0,160,10,80,20,800,400,20,12,30
494,39,12,-7,0,160,10,80,20,800,400,20,12,30
506,32,12,-7,0,160,10,80,20,800,400,20,12,30
518,39,12,7,0,160,10,80,20,800,400,20,12,30
530,46,12,7,0,160,10,80,20,800,400,20,12,30
542,53,12,7,0,160,10,80,20,800,400,20,12,30
554,60,12,7,0,160,10,80,20,800,400,20,12,30
566,67,12,7,0,160,10,80,20,800,400,20,12,30
578,74,12,7,0,160,10,80,20,800,400,20,12,30
590,81,12,7,0,160,10,80,20,800,400,20,12,30
602,88,12,7,0,160,10,80,20,800,400,20,12,30
614,95,12,7,0,160,10,80,20,800,400,20,12,30
626,102,12,7,0,160,10,80,20,800,400,20,12,30
638,109,12,7,0,160,10,80,20,800,400,20,12,30
650,116,12,7,0,160,10,80,20,800,400,20,12,30
662,123,12,7,0,160,10,80,20,800,400,20,12,30
674,130,12,7,1,160,10,80,20,800,400,20,12,30
686,137,12,7,0,180,10,80,20,800,400,20,12,30
698,144,12,7,0,180,10,80,20,800,400,20,12,30
710,151,12,7,0,180,10,80,20,800,400,20,12,30
722,158,12,7,0,180,10,80,20,800,400,20,12,30
734,165,12,7,1,180,10,80,20,800,400,20,12,30
746,172,12,7,0,200,10,80,20,800,400,20,12,30
758,179,12,7,0,200,10,80,20,800,400,20,12,30
770,186,12,7,0,200,10,80,20,800,400,20,12,30
758,193,-12,7,0,200,10,80,20,800,400,20,12,30
746,200,-12,7,0,200,10,80,20,800,400,20,12,30
734,207,-12,7,0,200,10,80,20,800,400,20,12,30
722,214,-12,7,0,200,10,80,20,800,400,20,12,30
710,221,-12,7,0,200,10,80,20,800,400,20,12,30
698,228,-12,7,0,200,10,80,20,800,400,20,12,30
686,235,-12,7,0,200,10,80,20,800,400,20,12,30
674,242,-12,7,0,200,10,80,20,800,400,20,12,30
662,249,-12,7,0,200,10,80,20,800,400,20,12,30
650,256,-12,7,0,200,10,80,20,800,400,20,12,30
638,263,-12,7,0,200,10,80,20,800,400,20,12,30
626,270,-12,7,0,200,10,80,20,800,400,20,12,30
614,277,-12,7,0,200,10,80,20,800,400,20,12,30
602,284,-12,7,0,200,10,80,20,800,400,20,12,30
590,291,-12,7,0,200,10,80,20,800,400,20,12,30
578,298,-12,7,0,200,10,80,20,800,400,20,12,30
566,305,-12,7,0,200,10,80,20,800,400,20,12,30
554,312,-12,7,0,200,10,80,20,800,400,20,12,30
542,319,-12,7,0,200,10,80,20,800,400,20,12,30
530,326,-12,7,0,200,10,80,20,800,400,20,12,30
518,333,-12,7,0,200,10,80,20,800,400,20,12,30
506,340,-12,7,0,200,10,80,20,800,400,20,12,30
494,347,-12,7,0,200,10,80,20,800,400,20,12,30
482,354,-12,7,0,200,10,80,20,800,400,20,12,30
470,361,-12,7,0,200,10,80,20,800,400,20,12,30
458,368,-12,7,0,200,10,80,20,800,400,20,12,30
446,361,-12,-7,0,200,10,80,20,800,400,20,12,30
434,354,-12,-7,0,200,10,80,20,800,400,20,12,30
422,347,-12,-7,0,200,10,80,20,800,400,20,12,30
410,340,-12,-7,0,200,10,80,20,800,400,20,12,30
398,333,-12,-7,0,200,10,80,20,800,400,20,12,30
386,326,-12,-7,0,200,10,80,20,800,400,20,12,30
374,319,-12,-7,0,200,10,80,20,800,400,20,12,30
362,312,-12,-7,0,200,10,80,20,800,400,20,12,30
350,305,-12,-7,0,200,10,80,20,800,400,20,12,30
338,298,-12,-7,0,200,10,80,20,800,400,20,12,30
326,291,-12,-7,0,200,10,80,20,800,400,20,12,30
314,284,-12,-7,0,200,10,80,20,800,400,20,12,30
302,277,-12,-7,0,200,10,80,20,800,400,20,12,30
290,270,-12,-7,0,200,10,80,20,800,400,20,12,30
278,263,-12,-7,0,200,10,80,20,800,400,20,12,30
266,256,-12,-7,0,200,10,80,20,800,400,20,12,30
254,249,-12,-7,0,200,10,80,20,800,400,20,12,30
242,242,-12,-7,0,200,10,80,20,800,400,20,12,30
230,235,-12,-7,0,200,10,80,20,800,400,20,12,30
218,228,-12,-7,0,200,10,80,20,800,400,20,12,30
206,221,-12,-7,0,200,10,80,20,800,400,20,12,30
194,214,-12,-7,0,200,10,80,20,800,400,20,12,30
182,207,-12,-7,0,200,10,80,20,800,400,20,12,30
170,200,-12,-7,0,200,10,80,20,800,400,20,12,30
158,193,-12,-7,0,200,10,80,20,800,400,20,12,30
146,186,-12,-7,0,200,10,80,20,800,400,20,12,30
134,179,-12,-7,0,200,10,80,20,800,400,20,12,30
122,172,-12,-7,0,200,10,80,20,800,400,20,12,30
110,165,-12,-7,0,200,10,80,20,800,400,20,12,30
98,158,-12,-7,0,200,10,80,20,800,400,20,12,30
86,151,-12,-7,0,200,10,80,20,800,400,20,12,30
74,144,-12,-7,0,200,10,80,20,800,400,20,12,30
62,137,-12,-7,0,200,10,80,20,800,400,20,12,30
50,130,-12,-7,0,200,10,80,20,800,400,20,12,30
38,123,-12,-7,0,200,10,80,20,800,400,20,12,30
50,116,12,-7,0,200,10,80,20,800,400,20,12,30
62,109,12,-7,0,200,10,80,20,800,400,20,12,30
74,102,12,-7,0,200,10,80,20,800,400,20,12,30
86,95,12,-7,0,200,10,80,20,800,400,20,12,30
98,88,12,-7,0,200,10,80,20,800,400,20,12,30
110,81,12,-7,0,200,10,80,20,800,400,20,12,30
122,74,12,-7,0,200,10,80,20,800,400,20,12,30
134,67,12,-7,0,200,10,80,20,800,400,20,12,30
146,60,12,-7,0,200,10,80,20,800,400,20,12,30
158,53,12,-7,0,200,10,80,20,800,400,20,12,30
170,46,12,-7,0,200,10,80,20,800,400,20,12,30
182,39,12,-7,0,200,10,80,20,800,400,20,12,30
194,32,12,-7,0,200,10,80,20,800,400,20,12,30
206,39,12,7,0,200,10,80,20,800,400,20,12,30
218,46,12,7,0,200,10,80,20,800,400,20,12,30
230,53,12,7,0,200,10,80,20,800,400,20,12,30
242,60,12,7,0,200,10,80,20,800,400,20,12,30
254,67,12,7,0,200,10,80,20,800,400,20,12,30
266,74,12,7,0,200,10,80,20,800,400,20,12,30
278,81,12,7,0,200,10,80,20,800,400,20,12,30
290,88,12,7,0,200,10,80,20,800,400,20,12,30
302,95,12,7,1,200,10,80,20,800,400,20,12,30
314,102,12,7,0,220,10,80,20,800,400,20,12,30
326,109,12,7,0,220,10,80,20,800,400,20,12,30
338,116,12,7,0,220,10,80,20,800,400,20,12,30
350,123,12,7,0,220,10,80,20,800,400,20,12,30
